Train_No,Origin_Code,Origin_Station,Destination_Code,Destination_Station,Total_Distance,Total_Stations,Number_of_Stops,Departure_Minutes,Arrival_Minutes,Journey_Duration_Minutes,Journey_Duration_Hours
15267,RXL,RAXAUL JN.,LTT,LOKMANYA TIL,1924.0,24,22,1010,360,2230,37.17
15268,LTT,LOKMANYA TIL,RXL,RAXAUL JN.,1925.0,23,21,950,460,2390,39.83
15269,MFP,MUZAFFARPUR,ADI,AHMEDABAD,1744.0,25,23,1280,550,2150,35.83
15270,ADI,AHMEDABAD,MFP,MUZAFFARPUR,1745.0,25,23,990,240,2130,35.5
15271,HWH,HOWRAH JN.,MFP,MUZAFFARPUR,549.0,12,10,665,1370,705,11.75
15272,MFP,MUZAFFARPUR,HWH,HOWRAH JN.,550.0,12,10,915,180,705,11.75
15273,RXL,RAXAUL JN.,ANVT,ANAND VIHAR,955.0,45,43,530,545,1455,24.25
15274,ANVT,ANAND VIHAR,RXL,RAXAUL JN.,956.0,45,43,1045,1005,1400,23.33
15275,SHC,SAHARSA JN.,BJU,BARAUNI JN.,109.0,8,6,1435,165,170,2.83
15276,BJU,BARAUNI JN.,SHC,SAHARSA JN.,109.0,8,6,225,445,220,3.67
15279,SHC,SAHARSA JN.,ANVT,ANAND VIHAR,1182.0,22,20,705,725,1460,24.33
15280,ANVT,ANAND VIHAR,SHC,SAHARSA JN.,1185.0,22,20,1030,1140,1550,25.83
15283,KIR,KATIHAR JN.,JYG,JAYNAGAR,373.0,19,17,1410,630,660,11.0
15284,JYG,JAYNAGAR,KIR,KATIHAR JN.,373.0,19,17,280,895,615,10.25
15417,APDJ,ALIPUR DUAR,SHTT,SILGHAT TOWN,589.0,26,24,970,595,1065,17.75
15418,SHTT,SILGHAT TOWN,APDJ,ALIPUR DUAR,589.0,26,24,1035,510,915,15.25
15463,BLGT,BALURGHAT,SGUJ,SILIGURI JN.,308.0,15,13,675,1080,405,6.75
15464,SGUJ,SILIGURI JN.,BLGT,BALURGHAT,309.0,15,13,450,865,415,6.92
15483,APDJ,ALIPUR DUAR,DLI,DELHI JN.,1638.0,58,56,565,1360,2235,37.25
15484,DLI,DELHI JN.,APDJ,ALIPUR DUAR,1638.0,59,57,395,1200,2245,37.42
15529,SHC,SAHARSA JN.,ANVT,ANAND VIHAR,1253.0,25,23,895,1060,1605,26.75
15530,ANVT,ANAND VIHAR,SHC,SAHARSA JN.,1255.0,25,23,1425,185,1640,27.33
15531,SHC,SAHARSA JN.,ASR,AMRITSAR JN.,1612.0,28,26,195,915,2160,36.0
15532,ASR,AMRITSAR JN.,SHC,SAHARSA JN.,1615.0,28,26,1070,235,2045,34.08
15547,JYG,JAYNAGAR,LTT,LOKMANYA TIL,1963.0,20,18,1100,450,2230,37.17
15548,LTT,LOKMANYA TIL,JYG,JAYNAGAR,1963.0,20,18,680,1400,2160,36.0
15549,JYG,JAYNAGAR,PNBE,PATNA JN.,243.0,10,8,360,820,460,7.67
15550,PNBE,PATNA JN.,JYG,JAYNAGAR,243.0,10,8,930,1380,450,7.5
15559,DBG,DARBHANGA JN,ADI,AHMEDABAD,2018.0,27,25,1005,540,2415,40.25
15560,ADI,AHMEDABAD,DBG,DARBHANGA JN,2020.0,27,25,1165,735,2450,40.83
15563,JYG,JAYNAGAR,UDN,UDHNA JN.,1865.0,26,24,80,780,2140,35.67
15564,UDN,UDHNA JN.,JYG,JAYNAGAR,1866.0,26,24,530,1360,2270,37.83
15601,SCL,SILCHAR,NDLS,NEW DELHI,2294.0,14,12,1110,780,2550,42.5
15602,NDLS,NEW DELHI,SCL,SILCHAR,2295.0,14,12,1425,1245,2700,45.0
15603,GHY,GUWAHATI,LEDO,LEDO,571.0,35,33,1245,645,840,14.0
15604,LEDO,LEDO,GHY,GUWAHATI,570.0,35,33,895,285,830,13.83
15605,FKG,FURKATING JN,DBRG,DIBRUGARH,233.0,20,18,300,700,400,6.67
15606,DBRG,DIBRUGARH,FKG,FURKATING JN,233.0,20,18,865,1270,405,6.75
15613,KYQ,KAMAKHYA JN,MZS,MURKEONG SEL,491.0,25,23,1230,480,690,11.5
15614,MZS,MURKEONG SEL,KYQ,KAMAKHYA JN,491.0,25,23,1140,425,725,12.08
15617,GHY,GUWAHATI,NHLN,NAHARLAGUN,332.0,14,12,1280,295,455,7.58
15618,NHLN,NAHARLAGUN,GHY,GUWAHATI,332.0,14,12,1180,265,525,8.75
15619,GAYA,GAYA JN.,KYQ,KAMAKHYA JN,1093.0,21,19,775,750,1415,23.58
15620,KYQ,KAMAKHYA JN,GAYA,GAYA JN.,1093.0,21,19,420,340,1360,22.67
15621,KYQ,KAMAKHYA JN,ANVT,ANAND VIHAR,1901.0,25,23,335,1060,2165,36.08
15622,ANVT,ANAND VIHAR,KYQ,KAMAKHYA JN,1904.0,25,23,1425,885,2340,39.0
15623,BGKT,BHAGAT-KI-KO,KYQ,KAMAKHYA JN,2541.0,46,44,930,1385,3335,55.58
15624,KYQ,KAMAKHYA JN,BGKT,BHAGAT-KI-KO,2540.0,46,44,1035,1305,3150,52.5
15629,TBM,TAMBARAM,GHY,GUWAHATI,2796.0,40,38,1305,285,3300,55.0
15630,GHY,GUWAHATI,TBM,TAMBARAM,2797.0,40,38,900,1275,3255,54.25
15631,BME,BARMER,GHY,GUWAHATI,2462.0,34,32,1350,60,3030,50.5
15632,GHY,GUWAHATI,BME,BARMER,2461.0,34,32,645,600,2835,47.25
15635,OKHA,OKHA,GHY,GUWAHATI,3219.0,44,42,700,420,4040,67.33
15636,GHY,GUWAHATI,OKHA,OKHA,3219.0,44,42,645,235,3910,65.17
15639,PURI,PURI,KYQ,KAMAKHYA JN,1512.0,26,24,865,1295,1870,31.17
15640,KYQ,KAMAKHYA JN,PURI,PURI,1513.0,26,24,1145,190,1925,32.08
15643,PURI,PURI,KYQ,KAMAKHYA JN,1534.0,27,25,1335,370,1915,31.92
15644,KYQ,KAMAKHYA JN,PURI,PURI,1548.0,26,24,1425,450,1905,31.75
15645,LTT,LOKMANYA TIL,GHY,GUWAHATI,2598.0,47,45,485,720,3115,51.92
15646,GHY,GUWAHATI,LTT,LOKMANYA TIL,2597.0,48,46,1015,1200,3065,51.08
15647,LTT,LOKMANYA TIL,GHY,GUWAHATI,2740.0,54,52,485,780,3175,52.92
15648,GHY,GUWAHATI,LTT,LOKMANYA TIL,2739.0,55,53,900,1200,3180,53.0
15651,GHY,GUWAHATI,JAT,JAMMU TAWI,2344.0,43,41,790,755,2845,47.42
15652,JAT,JAMMU TAWI,GHY,GUWAHATI,2348.0,43,41,1365,1420,2935,48.92
15653,GHY,GUWAHATI,JAT,JAMMU TAWI,2431.0,43,41,790,755,2845,47.42
15654,JAT,JAMMU TAWI,GHY,GUWAHATI,2433.0,43,41,1365,1420,2935,48.92
15655,KYQ,KAMAKHYA JN,SVDK,SHRI MATA VA,2606.0,40,38,645,960,3195,53.25
15656,SVDK,SHRI MATA VA,KYQ,KAMAKHYA JN,2607.0,40,38,220,750,3410,56.83
15657,SDAH,SEALDAH,GHY,GUWAHATI,977.0,33,31,395,240,1285,21.42
15658,GHY,GUWAHATI,SDAH,SEALDAH,977.0,33,31,1375,1165,1230,20.5
15659,SDAH,SEALDAH,AGTL,AGARTALA,1555.0,40,38,395,1260,2305,38.42
15660,AGTL,AGARTALA,SDAH,SEALDAH,1554.0,40,38,330,1165,2275,37.92
15661,RNC,RANCHI,KYQ,KAMAKHYA JN,1228.0,29,27,1230,1360,1570,26.17
15662,KYQ,KAMAKHYA JN,RNC,RANCHI,1232.0,29,27,720,870,1590,26.5
15665,GHY,GUWAHATI,DMV,DIMAPUR,250.0,9,7,870,1210,340,5.67
15666,DMV,DIMAPUR,GHY,GUWAHATI,249.0,9,7,1305,210,345,5.75
15667,GIMB,GANDHIDHAM J,KYQ,KAMAKHYA JN,3142.0,36,34,820,370,3870,64.5
15668,KYQ,KAMAKHYA JN,GIMB,GANDHIDHAM J,3142.0,36,34,660,160,3820,63.67
15669,GHY,GUWAHATI,DMV,DIMAPUR,250.0,7,5,1415,300,325,5.42
15670,DMV,DIMAPUR,GHY,GUWAHATI,249.0,7,5,360,655,295,4.92
15707,KIR,KATIHAR JN.,ASR,AMRITSAR JN.,1787.0,51,49,1365,765,2280,38.0
15708,ASR,AMRITSAR JN.,KIR,KATIHAR JN.,1790.0,53,51,430,1210,2220,37.0
15711,HWH,HOWRAH JN.,KIR,KATIHAR JN.,398.0,11,9,1315,405,530,8.83
15712,KIR,KATIHAR JN.,HWH,HOWRAH JN.,419.0,11,9,1350,440,530,8.83
15713,KIR,KATIHAR JN.,PNBE,PATNA JN.,289.0,19,17,380,795,415,6.92
15714,PNBE,PATNA JN.,KIR,KATIHAR JN.,289.0,19,17,855,1285,430,7.17
15715,KNE,KISHANGANJ,AII,AJMER JN.,1834.0,28,26,360,1290,2370,39.5
15716,AII,AJMER JN.,KNE,KISHANGANJ,1834.0,28,26,665,195,2410,40.17
15717,GHY,GUWAHATI,MXN,MARIANI JN.,405.0,26,24,705,1390,685,11.42
15718,MXN,MARIANI JN.,GHY,GUWAHATI,404.0,26,24,300,930,630,10.5
15719,KIR,KATIHAR JN.,SGUJ,SILIGURI JN.,202.0,18,16,360,675,315,5.25
15720,SGUJ,SILIGURI JN.,KIR,KATIHAR JN.,202.0,18,16,900,1215,315,5.25
15721,DGHA,DIGHA FS,NJP,NEW JALPAIGU,752.0,18,16,990,570,1020,17.0
15722,NJP,NEW JALPAIGU,DGHA,DIGHA FS,773.0,18,16,1215,720,945,15.75
15723,NJP,NEW JALPAIGU,SMI,SITAMARHI,545.0,13,11,1270,615,785,13.08
15724,SMI,SITAMARHI,NJP,NEW JALPAIGU,545.0,13,11,1035,315,720,12.0
15765,SGUJ,SILIGURI JN.,DBB,DHUBRI,262.0,19,17,370,766,396,6.6
15766,DBB,DHUBRI,SGUJ,SILIGURI JN.,262.0,19,17,795,1305,510,8.5
15767,SGUJ,SILIGURI JN.,APDJ,ALIPUR DUAR,161.0,14,12,1005,1290,285,4.75
15768,APDJ,ALIPUR DUAR,SGUJ,SILIGURI JN.,161.0,14,12,360,600,240,4.0
15769,APDJ,ALIPUR DUAR,LMG,LUMDING JN.,450.0,27,25,245,840,595,9.92
15770,LMG,LUMDING JN.,APDJ,ALIPUR DUAR,449.0,26,24,910,55,585,9.75
15771,APDJ,ALIPUR DUAR,KYQ,KAMAKHYA JN,300.0,20,18,300,730,430,7.17
15772,KYQ,KAMAKHYA JN,APDJ,ALIPUR DUAR,300.0,20,18,960,1390,430,7.17
15815,KYQ,KAMAKHYA JN,DKGN,DEKARGAON,182.0,12,10,1005,1290,285,4.75
15816,DKGN,DEKARGAON,KYQ,KAMAKHYA JN,182.0,12,10,315,600,285,4.75
15903,DBRG,DIBRUGARH,CDG,CHANDIGARH,2636.0,35,33,420,810,3270,54.5
15904,CDG,CHANDIGARH,DBRG,DIBRUGARH,2640.0,35,33,1395,495,3420,57.0
15905,CAPE,KANNIYAKUMAR,DBRG,DIBRUGARH,4260.0,57,55,1380,400,4780,79.67
15906,DBRG,DIBRUGARH,CAPE,KANNIYAKUMAR,4256.0,58,56,1385,590,4965,82.75
15909,DBRG,DIBRUGARH,LGH,LALGARH JN.,3114.0,89,87,575,270,4015,66.92
15927,RNY,RANGIYA JN.,NTSK,NEW TINSUKIA,595.0,27,25,330,1200,870,14.5
15928,NTSK,NEW TINSUKIA,RNY,RANGIYA JN.,595.0,27,25,345,1185,840,14.0
15929,TBM,TAMBARAM,DBRG,DIBRUGARH,3353.0,51,49,1305,1080,4095,68.25
15930,DBRG,DIBRUGARH,TBM,TAMBARAM,3353.0,51,49,1425,1275,4170,69.5
15933,DBRG,DIBRUGARH,ASR,AMRITSAR JN.,2870.0,38,36,420,1265,3725,62.08
15934,ASR,AMRITSAR JN.,DBRG,DIBRUGARH,2872.0,38,36,945,295,3670,61.17
15941,JAJ,JHAJHA,DBRG,DIBRUGARH,1712.0,32,30,1325,715,2270,37.83
15942,DBRG,DIBRUGARH,JAJ,JHAJHA,1712.0,32,30,330,1070,2180,36.33
15959,HWH,HOWRAH JN.,DBRG,DIBRUGARH,1507.0,56,54,1055,355,2180,36.33
15960,DBRG,DIBRUGARH,HWH,HOWRAH JN.,1528.0,56,54,1105,345,2120,35.33
15967,RNY,RANGIYA JN.,DBRG,DIBRUGARH,604.0,31,29,330,1255,925,15.42
15968,DBRG,DIBRUGARH,RNY,RANGIYA JN.,603.0,31,29,300,1185,885,14.75
16003,MAS,CHENNAI CENT,NSL,NAGARSOL,1365.0,26,24,550,715,1605,26.75
16004,NSL,NAGARSOL,MAS,CHENNAI CENT,1363.0,27,25,810,1005,1635,27.25
16021,MAS,CHENNAI CENT,MYS,MYSORE JN.,498.0,24,22,1275,410,575,9.58
16022,MYS,MYSORE JN.,MAS,CHENNAI CENT,499.0,23,21,1230,420,630,10.5
16023,MYS,MYSORE JN.,YPR,YESVANTPUR J,143.0,10,8,500,690,190,3.17
16024,YPR,YESVANTPUR J,MYS,MYSORE JN.,143.0,10,8,795,975,180,3.0
16031,MAS,CHENNAI CENT,SVDK,SHRI MATA VA,2859.0,81,79,315,920,3485,58.08
16032,SVDK,SHRI MATA VA,MAS,CHENNAI CENT,2857.0,82,80,1315,620,3625,60.42
16053,MAS,CHENNAI CENT,TPTY,TIRUPATI,148.0,8,6,855,1070,215,3.58
16054,TPTY,TIRUPATI,MAS,CHENNAI CENT,146.0,9,7,600,820,220,3.67
16057,MAS,CHENNAI CENT,TPTY,TIRUPATI,148.0,8,6,385,580,195,3.25
16058,TPTY,TIRUPATI,MAS,CHENNAI CENT,146.0,9,7,1085,1315,230,3.83
16085,AJJ,ARAKKONAM JN,JTJ,JOLARPETTAI,144.0,15,13,1085,1275,190,3.17
16086,JTJ,JOLARPETTAI,AJJ,ARAKKONAM JN,144.0,14,12,415,585,170,2.83
16089,MAS,CHENNAI CENT,JTJ,JOLARPETTAI,212.0,16,14,1075,1340,265,4.42
16090,JTJ,JOLARPETTAI,MAS,CHENNAI CENT,213.0,16,14,295,550,255,4.25
16093,MAS,CHENNAI CENT,LJN,LUCKNOW JN.,2086.0,47,45,315,1240,2365,39.42
16094,LJN,LUCKNOW JN.,MAS,CHENNAI CENT,2083.0,46,44,980,620,2520,42.0
16101,MS,CHENNAI EGMO,RMM,RAMESWARAM,664.0,24,22,1155,505,790,13.17
16102,RMM,RAMESWARAM,MS,CHENNAI EGMO,664.0,25,23,1020,395,815,13.58
16105,MS,CHENNAI EGMO,TCN,TIRUCHENDUR,775.0,29,27,965,500,975,16.25
16106,TCN,TIRUCHENDUR,MS,CHENNAI EGMO,774.0,29,27,1140,685,985,16.42
16115,MS,CHENNAI EGMO,PDY,PONDICHERRY,196.0,10,8,1090,1345,255,4.25
16116,PDY,PONDICHERRY,MS,CHENNAI EGMO,196.0,10,8,335,570,235,3.92
16127,MS,CHENNAI EGMO,GUV,GURUVAYUR,1095.0,48,46,495,350,1295,21.58
16128,GUV,GURUVAYUR,MS,CHENNAI EGMO,1096.0,48,46,1285,1230,1385,23.08
16129,MEJ,VANCHI MANIY,TN,TUTICORIN,31.0,4,2,1170,1230,60,1.0
16130,TN,TUTICORIN,MEJ,VANCHI MANIY,31.0,3,1,470,510,40,0.67
16175,MS,CHENNAI EGMO,KIK,KARAIKAL,360.0,16,14,1325,390,505,8.42
16176,KIK,KARAIKAL,MS,CHENNAI EGMO,360.0,16,14,1260,310,490,8.17
16179,MS,CHENNAI EGMO,MQ,MANNARGUDI,394.0,13,11,1280,340,500,8.33
16180,MQ,MANNARGUDI,MS,CHENNAI EGMO,394.0,13,11,1285,345,500,8.33
16181,MS,CHENNAI EGMO,SCT,SENGOTTAI JN,682.0,26,24,1220,560,780,13.0
16182,SCT,SENGOTTAI JN,MS,CHENNAI EGMO,682.0,27,25,960,335,815,13.58
16183,MS,CHENNAI EGMO,TJ,THANJAVUR JN,351.0,18,16,1350,370,460,7.67
16184,TJ,THANJAVUR JN,MS,CHENNAI EGMO,350.0,18,16,1280,270,430,7.17
16185,NGT,NAGAPPATTINA,VLNK,VELANKANNI,10.0,2,0,355,390,35,0.58
16186,VLNK,VELANKANNI,NGT,NAGAPPATTINA,10.0,2,0,1245,1270,25,0.42
16187,KIK,KARAIKAL,ERS,ERNAKULAM. J,591.0,29,27,970,400,870,14.5
16188,ERS,ERNAKULAM. J,KIK,KARAIKAL,592.0,27,25,1335,710,815,13.58
16203,MAS,CHENNAI CENT,TPTY,TIRUPATI,148.0,10,8,995,1210,215,3.58
16204,TPTY,TIRUPATI,MAS,CHENNAI CENT,146.0,11,9,405,645,240,4.0
16205,TLGP,TALGUPPA,MYS,MYSORE JN.,372.0,13,11,870,1335,465,7.75
16206,MYS,MYSORE JN.,TLGP,TALGUPPA,372.0,13,11,360,810,450,7.5
16209,AII,AJMER JN.,MYS,MYSORE JN.,2278.0,45,43,330,360,2910,48.5
16210,MYS,MYSORE JN.,AII,AJMER JN.,2279.0,44,42,1110,1060,2830,47.17
16215,MYS,MYSORE JN.,SBC,KRANTIVIRA S,138.0,10,8,405,570,165,2.75
16216,SBC,KRANTIVIRA S,MYS,MYSORE JN.,138.0,10,8,1095,1265,170,2.83
16217,MYS,MYSORE JN.,SNSI,SAI NAGAR SH,1304.0,24,22,310,690,1820,30.33
16218,SNSI,SAI NAGAR SH,MYS,MYSORE JN.,1304.0,24,22,1435,360,1805,30.08
16227,MYS,MYSORE JN.,TLGP,TALGUPPA,508.0,35,33,1180,435,695,11.58
16228,TLGP,TALGUPPA,MYS,MYSORE JN.,508.0,31,29,1220,480,700,11.67
16229,MYS,MYSORE JN.,BSB,VARANASI JN.,2698.0,35,33,440,720,3160,52.67
16231,MV,MAYILADUTURA,MYS,MYSORE JN.,676.0,24,22,1065,520,895,14.92
16232,MYS,MYSORE JN.,MV,MAYILADUTURA,676.0,25,23,930,420,930,15.5
16233,MV,MAYILADUTURA,TPJ,TIRUCHIRAPPA,120.0,7,5,490,650,160,2.67
16234,TPJ,TIRUCHIRAPPA,MV,MAYILADUTURA,120.0,7,5,770,915,145,2.42
16235,TN,TUTICORIN,MYS,MYSORE JN.,775.0,35,33,995,585,1030,17.17
16301,SRR,SHORANUR JN.,TVC,TRIVANDRUM C,327.0,30,28,865,1350,485,8.08
16302,TVC,TRIVANDRUM C,SRR,SHORANUR JN.,327.0,30,28,300,775,475,7.92
16303,ERS,ERNAKULAM. J,TVC,TRIVANDRUM C,220.0,19,17,300,595,295,4.92
16304,TVC,TRIVANDRUM C,ERS,ERNAKULAM. J,219.0,19,17,1065,1375,310,5.17
16305,ERS,ERNAKULAM. J,CAN,KANNUR,282.0,16,14,405,750,345,5.75
16306,CAN,KANNUR,ERS,ERNAKULAM. J,282.0,17,15,875,1230,355,5.92
16307,ALLP,ALLEPPEY,CAN,KANNUR,338.0,27,25,895,1350,455,7.58
16308,CAN,KANNUR,ALLP,ALLEPPEY,339.0,28,26,300,785,485,8.08
16311,BKN,BIKANER JN.,KCVL,KOCHUVELI,2701.0,44,42,1300,170,3190,53.17
16312,KCVL,KOCHUVELI,BKN,BIKANER JN.,2704.0,44,42,945,1310,3245,54.08
16313,ALLP,ALLEPPEY,CAN,KANNUR,338.0,27,25,895,1350,455,7.58
16314,CAN,KANNUR,ALLP,ALLEPPEY,339.0,26,24,300,785,485,8.08
16315,SBC,KRANTIVIRA S,KCVL,KOCHUVELI,829.0,22,20,1020,545,965,16.08
16316,KCVL,KOCHUVELI,SBC,KRANTIVIRA S,830.0,22,20,1005,515,950,15.83
16317,CAPE,KANNIYAKUMAR,SVDK,SHRI MATA VA,3769.0,71,69,855,920,4385,73.08
16318,SVDK,SHRI MATA VA,CAPE,KANNIYAKUMAR,3765.0,75,73,1315,1315,4320,72.0
16331,CSMT,CST-MUMBAI,TVC,TRIVANDRUM C,1953.0,43,41,730,200,2350,39.17
16332,TVC,TRIVANDRUM C,CSMT,CST-MUMBAI,1954.0,42,40,265,1250,2425,40.42
16333,VRL,VERAVAL,TVC,TRIVANDRUM C,2407.0,59,57,265,170,2785,46.42
16334,TVC,TRIVANDRUM C,VRL,VERAVAL,2411.0,59,57,945,1005,2940,49.0
16335,GIMB,GANDHIDHAM J,NCJ,NAGERCOIL JN,2348.0,56,54,440,255,2695,44.92
16336,NCJ,NAGERCOIL JN,GIMB,GANDHIDHAM J,2352.0,56,54,885,780,2775,46.25
16337,OKHA,OKHA,ERS,ERNAKULAM. J,2253.0,50,48,245,1340,2535,42.25
16338,ERS,ERNAKULAM. J,OKHA,OKHA,2258.0,51,49,1225,1025,2680,44.67
16339,CSMT,CST-MUMBAI,NCJ,NAGERCOIL JN,1874.0,40,38,730,200,2350,39.17
16340,NCJ,NAGERCOIL JN,CSMT,CST-MUMBAI,1875.0,39,37,390,1250,2300,38.33
16341,GUV,GURUVAYUR,TVC,TRIVANDRUM C,302.0,23,21,195,585,390,6.5
16342,TVC,TRIVANDRUM C,GUV,GURUVAYUR,302.0,22,20,1050,20,410,6.83
16343,TVC,TRIVANDRUM C,MDU,MADURAI JN,609.0,22,20,1350,790,880,14.67
16344,MDU,MADURAI JN,TVC,TRIVANDRUM C,610.0,22,20,945,385,880,14.67
16345,LTT,LOKMANYA TIL,TVC,TRIVANDRUM C,1510.0,46,44,700,1075,1815,30.25
16346,TVC,TRIVANDRUM C,LTT,LOKMANYA TIL,1514.0,46,44,585,1000,1855,30.92
16347,TVC,TRIVANDRUM C,MAQ,MANGALORE CE,630.0,50,48,1240,665,865,14.42
16348,MAQ,MANGALORE CE,TVC,TRIVANDRUM C,632.0,49,47,860,285,865,14.42
16349,SRR,SHORANUR JN.,NIL,NILAMBUR ROA,67.0,9,7,365,440,75,1.25
16350,NIL,NILAMBUR ROA,SRR,SHORANUR JN.,66.0,9,7,1250,1330,80,1.33
16351,CSMT,CST-MUMBAI,NCJ,NAGERCOIL JN,1942.0,47,45,730,255,2405,40.08
16352,NCJ,NAGERCOIL JN,CSMT,CST-MUMBAI,1945.0,46,44,300,1250,2390,39.83
16353,KCG,KACHEGUDA,NCJ,NAGERCOIL JN,1490.0,31,29,960,1260,1740,29.0
16354,NCJ,NAGERCOIL JN,KCG,KACHEGUDA,1492.0,31,29,490,840,1790,29.83
16359,ERS,ERNAKULAM. J,PNBE,PATNA JN.,2987.0,44,42,1410,590,3500,58.33
16360,PNBE,PATNA JN.,ERS,ERNAKULAM. J,2980.0,44,42,990,1395,3285,54.75
16381,CSMT,CST-MUMBAI,CAPE,KANNIYAKUMAR,2130.0,63,61,945,755,2690,44.83
16382,CAPE,KANNIYAKUMAR,CSMT,CST-MUMBAI,2132.0,62,60,400,280,2760,46.0
16501,ADI,AHMEDABAD,YPR,YESVANTPUR J,1797.0,25,23,1120,260,2020,33.67
16502,YPR,YESVANTPUR J,ADI,AHMEDABAD,1785.0,27,25,810,140,2210,36.83
16505,GIMB,GANDHIDHAM J,SBC,KRANTIVIRA S,1949.0,34,32,540,195,2535,42.25
16506,SBC,KRANTIVIRA S,GIMB,GANDHIDHAM J,1952.0,33,31,1310,750,2320,38.67
16507,JU,JODHPUR JN.,SBC,KRANTIVIRA S,2103.0,46,44,320,195,2755,45.92
16508,SBC,KRANTIVIRA S,JU,JODHPUR JN.,2104.0,45,43,1310,1010,2580,43.0
16515,YPR,YESVANTPUR J,KAWR,KAWR,667.0,22,20,430,1380,950,15.83
16516,KAWR,KAWR,YPR,YESVANTPUR J,649.0,22,20,330,1230,900,15.0
16517,SBC,KRANTIVIRA S,CAN,KANNUR,579.0,20,18,1230,670,880,14.67
16518,CAN,KANNUR,SBC,KRANTIVIRA S,578.0,20,18,1000,500,940,15.67
16519,JTJ,JOLARPETTAI,SBC,KRANTIVIRA S,148.0,16,14,265,480,215,3.58
16520,SBC,KRANTIVIRA S,JTJ,JOLARPETTAI,148.0,15,13,1050,1250,200,3.33
16521,BWT,BANGARPET JN,SBC,KRANTIVIRA S,70.0,8,6,1300,1405,105,1.75
16522,SBC,KRANTIVIRA S,BWT,BANGARPET JN,70.0,8,6,1175,1270,95,1.58
16523,MAQ,MANGALORE CE,KAWR,KAWR,262.0,14,12,540,855,315,5.25
16524,KAWR,KAWR,MAQ,MANGALORE CE,260.0,14,12,880,1220,340,5.67
16525,CAPE,KANNIYAKUMAR,SBC,KRANTIVIRA S,934.0,46,44,630,440,1250,20.83
16526,SBC,KRANTIVIRA S,CAPE,KANNIYAKUMAR,934.0,49,47,1200,920,1160,19.33
16527,YPR,YESVANTPUR J,CAN,KANNUR,655.0,18,16,1200,560,800,13.33
16528,CAN,KANNUR,YPR,YESVANTPUR J,654.0,18,16,1085,480,835,13.92
16531,AII,AJMER JN.,SBC,KRANTIVIRA S,2213.0,38,36,330,285,2835,47.25
16532,SBC,KRANTIVIRA S,AII,AJMER JN.,2201.0,38,36,1020,1060,2920,48.67
16533,BGKT,BHAGAT-KI-KO,SBC,KRANTIVIRA S,2173.0,30,28,330,285,2835,47.25
16534,SBC,KRANTIVIRA S,BGKT,BHAGAT-KI-KO,2161.0,30,28,1020,1005,2865,47.75
16535,MYS,MYSORE JN.,SUR,SOLAPUR,966.0,32,30,960,760,1240,20.67
16536,SUR,SOLAPUR,MYS,MYSORE JN.,964.0,32,30,850,660,1250,20.83
16557,MYS,MYSORE JN.,SBC,KRANTIVIRA S,138.0,9,7,870,1030,160,2.67
16558,SBC,KRANTIVIRA S,MYS,MYSORE JN.,138.0,9,7,630,810,180,3.0
16565,YPR,YESVANTPUR J,MAQ,MANGALORE CE,833.0,20,18,1435,1060,1065,17.75
16566,MAQ,MANGALORE CE,YPR,YESVANTPUR J,833.0,20,18,1215,810,1035,17.25
16569,YPR,YESVANTPUR J,KCG,KACHEGUDA,611.0,15,13,870,210,780,13.0
16570,KCG,KACHEGUDA,YPR,YESVANTPUR J,599.0,15,13,840,210,810,13.5
16571,YPR,YESVANTPUR J,BIDR,BIDAR,687.0,18,16,1140,555,855,14.25
16572,BIDR,BIDAR,YPR,YESVANTPUR J,687.0,18,16,1085,460,815,13.58
16573,YPR,YESVANTPUR J,PDY,PONDICHERRY,453.0,10,8,1260,435,615,10.25
16574,PDY,PONDICHERRY,YPR,YESVANTPUR J,452.0,10,8,1250,500,690,11.5
16575,YPR,YESVANTPUR J,MAJN,MANGALORE JN,409.0,14,12,430,1015,585,9.75
16576,MAJN,MANGALORE JN,YPR,YESVANTPUR J,394.0,14,12,690,1230,540,9.0
16577,YPR,YESVANTPUR J,HRR,HARIHAR JN.,333.0,12,10,975,1410,435,7.25
16578,HRR,HARIHAR JN.,YPR,YESVANTPUR J,332.0,12,10,375,750,375,6.25
16579,YPR,YESVANTPUR J,SMET,SHIMOGA TOWN,268.0,9,7,540,885,345,5.75
16580,SMET,SHIMOGA TOWN,YPR,YESVANTPUR J,267.0,9,7,930,1260,330,5.5
16581,YPR,YESVANTPUR J,SMET,SHIMOGA TOWN,268.0,10,8,1430,360,370,6.17
16582,SMET,SHIMOGA TOWN,YPR,YESVANTPUR J,267.0,10,8,1425,350,365,6.08
16587,YPR,YESVANTPUR J,BKN,BIKANER JN.,2440.0,35,33,300,410,2990,49.83
16588,BKN,BIKANER JN.,YPR,YESVANTPUR J,2440.0,34,32,1325,195,3190,53.17
16589,SBC,KRANTIVIRA S,KOP,CHHATRAPATI,797.0,30,28,1275,820,985,16.42
16590,KOP,CHHATRAPATI,SBC,KRANTIVIRA S,794.0,30,28,845,405,1000,16.67
16591,UBL,HUBLI JN.,MYS,MYSORE JN.,668.0,30,28,1100,555,895,14.92
16592,MYS,MYSORE JN.,UBL,HUBLI JN.,668.0,30,28,1140,640,940,15.67
16593,NED,NANDED,SBC,KRANTIVIRA S,1021.0,43,41,360,330,1410,23.5
